Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Age,Property Type,Property Location,Co-Applicant,Property Price
f,51,10522.61,low,commercial associate,managers,semi-urban,74659.88,372.09,y,y,3,784.69,1,unpossessed,29,industrial,rural,1,95932.16
f,28,3492.47,low,working,security staff,semi-urban,94213.04,360.24,n,y,1,639.03,0,unpossessed,10,agriculture,urban,1,172745.34
m,38,2289.23,low,commercial associate,laborers,semi-urban,87458.42,218.35,y,n,1,615.21,0,active,6,residential,urban,1,129017.76
m,47,2898.53,low,state servant,accountants,semi-urban,37650.79,230.72,y,y,5,784.91,0,active,8,commercial,semi-urban,1,42259.04
m,60,3647.48,low,working,accountants,semi-urban,92025.17,271.1,n,y,2,758.65,0,active,10,commercial,rural,1,119475.01
f,59,1622.56,low,working,sales staff,semi-urban,111344.39,339.39,n,n,2,753.71,1,active,4,agriculture,semi-urban,1,193871.13
m,27,2222.435,low,working,sales staff,semi-urban,61649.37,500.62,n,y,1,768.21,0,inactive,6,agriculture,rural,1,91110.67
m,65,1815.74,high,pensioner,hr staff,semi-urban,96950.29,478.46,n,y,2,739.82,0,unpossessed,5,industrial,semi-urban,0,107850.7
m,64,5939.78,high,pensioner,hr staff,urban,290858.74,856.03,n,y,2,870.22,0,active,16,commercial,rural,0,491475.67
m,29,2915.93,low,state servant,core staff,urban,68159.89,451.18,n,n,2,739.82,0,inactive,8,industrial,urban,1,75697.92
m,18,5219.66,low,working,laborers,urban,94710.9,508.81,n,y,1,725.63,0,active,14,industrial,rural,1,154216.44
f,57,1535.99,low,working,laborers,semi-urban,37827.74,326.07,n,n,1,797.94,0,inactive,4,residential,rural,0,60495.08
m,24,1689.23,low,working,sales staff,semi-urban,21300.04,165.04,n,y,2,683.05,0,active,5,residential,rural,1,28328.25
f,48,3019.18,low,working,low-skill laborers,semi-urban,125147.71,932.19,y,y,2,775.64,0,inactive,8,commercial,semi-urban,1,164740.36
f,65,1453.12,high,pensioner,hr staff,semi-urban,105949.51,380.41,n,y,2,842.11,0,inactive,4,agriculture,rural,1,122595.15
m,30,1203.13,low,commercial associate,security staff,rural,77519.11,389.48,n,n,3,680.74,0,inactive,3,industrial,semi-urban,1,118091.86
m,33,2642.24,low,commercial associate,drivers,semi-urban,42274.06,246.13,y,y,5,734.85,0,unpossessed,7,commercial,rural,1,58303.74
f,43,1037.04,low,working,cooking staff,rural,31349.22,236.88,n,n,5,639.02,0,inactive,3,industrial,rural,0,52483.76
m,18,3883.84,low,working,managers,rural,288605.16,932.62,n,y,3,747.4,0,unpossessed,11,agriculture,urban,0,328149.78
f,55,3735.11,low,commercial associate,managers,semi-urban,39214.61,423.91,y,n,4,791.34,0,inactive,10,industrial,semi-urban,1,66402.87
m,64,2684.22,high,pensioner,hr staff,semi-urban,218350.95,565.38,y,n,2,853.85,0,active,7,residential,semi-urban,1,246482.47
f,18,1611.23,low,working,hr staff,semi-urban,34458.6,407.88,n,y,1,642.77,1,inactive,4,commercial,semi-urban,1,65436.42
m,61,2045.45,high,pensioner,hr staff,semi-urban,105075.67,388.42,y,n,1,896.26,0,active,6,residential,urban,0,181330.45
m,60,1688.61,high,pensioner,hr staff,rural,75015.14,333.17,y,y,2,739.82,0,active,5,commercial,rural,1,138895.43
m,58,1364.79,low,commercial associate,drivers,semi-urban,19685.95,127.54,n,y,3,701.57,0,unpossessed,4,agriculture,rural,1,26031.2
m,32,3064.33,low,working,laborers,rural,117127.65,337.58,n,y,3,661.52,1,active,8,residential,semi-urban,1,109993.61
m,28,1354.06,low,working,laborers,semi-urban,7609.23,82.1,n,y,4,637.12,0,inactive,4,commercial,urban,0,11941.07
f,18,2222.435,low,commercial associate,core staff,semi-urban,32645.54,163.1,y,y,2,608.06,0,inactive,6,agriculture,semi-urban,0,35917.71
m,18,1671.81,low,working,private service staff,semi-urban,17644.97,139.31,n,y,2,721.97,0,unpossessed,5,industrial,semi-urban,1,23615.91
m,43,2222.435,low,working,sales staff,semi-urban,27868.02,215.19,n,n,2,620.79,0,inactive,6,residential,urban,1,49088.98
f,64,3348.03,low,commercial associate,managers,rural,25849.09,138.06,n,y,3,709.49,0,unpossessed,9,agriculture,urban,1,32998.86
m,40,2021.75,low,working,medicine staff,urban,36294.77,205.0,n,n,1,698.25,0,inactive,6,agriculture,urban,1,64860.26
f,54,2809.33,low,working,laborers,semi-urban,47711.47,233.57,y,y,2,616.26,1,unpossessed,8,commercial,rural,1,80649.45
m,18,3136.81,low,commercial associate,low-skill laborers,semi-urban,100990.4,841.52,n,n,2,688.47,0,unpossessed,9,residential,rural,1,183703.74
f,61,1678.74,high,pensioner,hr staff,rural,22212.7,159.31,n,y,2,739.82,0,unpossessed,5,industrial,rural,0,34050.21
f,61,2222.435,high,pensioner,hr staff,rural,52152.58,248.85,n,y,2,818.81,1,unpossessed,6,commercial,urban,1,72118.22
f,57,3128.83,low,working,medicine staff,semi-urban,72377.75,271.71,y,y,2,868.29,1,unpossessed,9,industrial,rural,1,123798.27
f,55,3698.25,low,commercial associate,hr staff,semi-urban,49607.22,194.92,n,y,3,714.22,0,inactive,10,residential,semi-urban,1,76861.49
f,59,2350.57,low,working,accountants,rural,155415.53,609.91,n,y,3,837.48,0,active,6,commercial,urban,1,221160.69
m,28,5635.34,low,working,managers,semi-urban,86112.0,438.06,n,n,2,635.5,0,unpossessed,15,commercial,urban,1,142355.58
m,52,3019.22,low,working,core staff,rural,282407.38,971.44,n,y,2,699.81,1,unpossessed,8,residential,urban,1,368376.84
f,62,3301.15,low,working,managers,semi-urban,24914.25,186.92,y,y,2,684.0,0,inactive,9,residential,semi-urban,0,44721.76
m,31,2481.37,low,commercial associate,high skill tech staff,semi-urban,104912.22,408.34,n,y,2,823.43,0,unpossessed,7,agriculture,urban,1,187588.62
f,41,2319.59,low,commercial associate,managers,rural,154689.77,406.76,n,y,2,782.55,0,inactive,6,commercial,urban,1,196381.76
m,36,2222.435,low,working,hr staff,semi-urban,132263.08,500.43,n,n,1,646.05,1,unpossessed,6,industrial,urban,1,250293.24
m,29,6170.05,low,commercial associate,managers,semi-urban,19640.68,100.9,n,y,1,739.86,1,unpossessed,17,agriculture,rural,0,28770.5
f,44,2038.46,low,working,drivers,semi-urban,32246.88,359.75,y,y,2,653.3,0,active,6,residential,rural,1,36700.01
m,52,3652.54,low,working,managers,semi-urban,60290.94,394.76,n,n,2,798.1,0,inactive,10,residential,rural,1,90879.54
f,22,2222.435,low,commercial associate,high skill tech staff,semi-urban,176954.78,753.89,y,y,3,629.38,0,active,6,agriculture,rural,1,334995.6
m,38,2851.65,low,working,accountants,semi-urban,71229.02,286.93,n,n,2,739.82,0,unpossessed,8,commercial,rural,1,105789.0
f,65,1560.02,high,pensioner,hr staff,semi-urban,29648.91,306.52,n,y,2,794.38,1,active,4,residential,semi-urban,1,35838.91
m,45,3140.7,low,working,managers,semi-urban,44784.94,479.22,n,y,1,724.44,0,active,9,industrial,urban,1,57788.41
m,38,2222.435,low,commercial associate,sales staff,semi-urban,112213.71,556.61,n,y,2,814.53,0,inactive,6,residential,semi-urban,1,149678.71
f,18,2222.435,low,commercial associate,laborers,semi-urban,19207.76,66.6,n,y,1,855.08,0,unpossessed,6,commercial,semi-urban,1,29691.19
f,59,1921.55,low,working,laborers,semi-urban,137872.66,786.65,y,y,5,760.25,1,unpossessed,5,industrial,urban,1,228937.1
f,28,2719.89,low,commercial associate,managers,urban,166056.07,519.55,n,y,2,856.68,1,active,7,industrial,urban,1,227903.42
f,65,2222.435,high,pensioner,hr staff,semi-urban,102657.52,549.18,n,y,2,835.59,0,unpossessed,6,industrial,urban,0,191179.76
f,43,2222.435,high,working,hr staff,semi-urban,44856.91,500.13,n,n,1,651.73,0,inactive,6,agriculture,rural,1,65079.69
f,25,1395.23,low,working,laborers,rural,38784.96,312.04,y,y,1,687.54,0,inactive,4,commercial,rural,1,70402.77
f,65,1345.33,high,pensioner,hr staff,semi-urban,58719.93,166.69,n,n,1,792.19,0,unpossessed,4,agriculture,urban,0,89073.93
m,25,2222.435,low,state servant,medicine staff,urban,249733.19,666.17,n,y,1,845.35,0,unpossessed,6,agriculture,semi-urban,1,390337.74
f,31,2022.57,low,working,laborers,semi-urban,66151.15,398.62,y,n,1,619.18,0,active,6,industrial,urban,1,98420.33
m,40,2256.9,low,working,sales staff,semi-urban,56374.14,275.59,n,y,2,712.26,0,unpossessed,6,industrial,semi-urban,1,76961.51
m,64,2054.03,low,working,sales staff,semi-urban,35372.65,186.98,n,n,3,694.72,0,active,6,agriculture,rural,0,43264.02
f,32,1917.54,low,commercial associate,sales staff,semi-urban,110305.49,375.205,y,y,3,737.47,1,unpossessed,5,industrial,rural,1,170604.8
f,64,2383.88,high,pensioner,hr staff,semi-urban,94304.67,331.76,n,n,1,873.72,0,active,7,residential,urban,0,159299.82
m,25,2222.435,low,commercial associate,managers,semi-urban,122484.45,349.86,n,y,2,708.3,0,inactive,6,commercial,semi-urban,1,149461.31
m,18,3068.1,low,commercial associate,drivers,rural,140088.79,403.45,n,y,2,726.11,0,unpossessed,8,industrial,semi-urban,1,202394.0
f,41,2222.435,high,working,hr staff,semi-urban,7666.92,80.48,n,y,4,684.14,0,active,6,agriculture,semi-urban,1,11041.11
m,19,1276.51,low,working,laborers,semi-urban,28108.63,129.82,n,y,4,668.73,0,unpossessed,3,industrial,rural,1,49175.43
f,35,2779.3,low,working,high skill tech staff,urban,109785.62,594.63,y,y,5,807.39,1,inactive,8,agriculture,urban,1,180786.38
f,28,1553.34,low,working,laborers,rural,109779.19,467.07,y,y,5,720.74,0,unpossessed,4,residential,semi-urban,1,129780.73
f,18,2222.435,low,commercial associate,cooking staff,urban,87514.92,478.17,y,n,2,791.23,0,inactive,6,industrial,rural,1,101389.24
m,18,3427.23,low,working,drivers,rural,64427.05,723.68,y,y,3,684.65,0,unpossessed,9,commercial,semi-urban,1,101056.16
f,61,3496.85,low,working,sales staff,semi-urban,175467.92,802.03,y,y,1,773.79,1,inactive,10,commercial,urban,1,301466.79
m,59,2844.55,high,commercial associate,core staff,semi-urban,131050.78,411.94,y,y,3,727.58,1,active,8,residential,semi-urban,1,177418.52
f,47,2795.43,low,state servant,managers,semi-urban,39346.8,201.28,y,n,4,783.93,0,unpossessed,8,industrial,semi-urban,1,74328.89
m,18,1676.6,low,working,sales staff,rural,30368.33,175.61,n,n,3,691.17,0,unpossessed,5,commercial,rural,1,43019.87
f,19,4948.66,low,working,hr staff,semi-urban,231163.16,999.49,n,y,2,798.95,1,unpossessed,14,residential,rural,1,413976.38
m,35,1755.05,low,working,laborers,rural,41417.36,215.93,y,n,2,798.79,1,inactive,5,industrial,semi-urban,1,56623.09
f,64,1975.22,low,working,laborers,semi-urban,31672.88,280.21,y,y,2,668.17,0,inactive,5,agriculture,semi-urban,1,49795.21
f,47,979.13,low,working,cleaning staff,semi-urban,52872.11,250.49,n,y,2,683.58,0,active,3,industrial,rural,1,75633.77
f,45,2222.435,low,working,drivers,rural,102012.88,490.26,y,n,4,669.96,1,active,6,agriculture,urban,1,189237.75
m,62,681.87,high,pensioner,hr staff,semi-urban,71468.48,363.55,n,y,2,781.43,0,unpossessed,2,commercial,semi-urban,0,123365.57
m,62,4840.19,high,pensioner,hr staff,urban,135733.59,785.69,y,y,2,693.26,0,active,13,commercial,rural,1,175778.88
f,45,2222.435,low,commercial associate,hr staff,semi-urban,72849.77,371.78,y,n,1,690.53,0,inactive,6,commercial,rural,1,122846.79
m,57,1367.78,low,working,security staff,semi-urban,62587.59,277.46,y,y,2,603.83,0,inactive,4,commercial,rural,1,74475.7
f,18,6366.33,low,working,managers,semi-urban,118550.23,465.43,n,y,2,725.7,0,active,17,industrial,rural,1,109993.61
f,18,936.62,low,working,drivers,semi-urban,86684.26,336.41,y,n,3,714.54,0,active,3,industrial,rural,1,106848.86
f,18,1236.55,low,working,sales staff,rural,202722.79,620.0,n,y,2,739.82,0,inactive,3,residential,urban,1,355511.25
m,65,2222.435,high,pensioner,hr staff,semi-urban,75834.97,441.79,n,n,1,831.45,0,inactive,6,industrial,urban,1,91827.56
f,55,3065.86,low,working,core staff,semi-urban,235537.77,647.84,n,n,3,752.57,0,unpossessed,8,agriculture,urban,1,388202.46
m,20,1607.69,low,working,hr staff,semi-urban,41145.84,188.43,n,n,1,727.72,0,unpossessed,4,agriculture,rural,1,59503.79
f,27,1322.23,low,working,core staff,rural,66647.24,299.25,n,y,2,777.35,0,unpossessed,4,commercial,urban,1,86758.51
m,48,1678.09,low,working,laborers,semi-urban,37662.62,426.44,n,n,2,727.29,0,unpossessed,5,agriculture,rural,1,64136.75
m,62,2659.67,high,pensioner,hr staff,semi-urban,77419.92,269.78,n,n,1,855.81,0,active,7,commercial,semi-urban,1,130140.37
m,18,2047.91,low,working,waiters/barmen staff,semi-urban,23436.12,375.2,y,y,3,778.05,0,unpossessed,6,residential,urban,1,43163.2
f,23,2577.92,low,working,laborers,semi-urban,230113.44,797.9,n,y,4,698.65,0,active,7,agriculture,semi-urban,1,406970.53
m,62,7356.57,low,working,laborers,semi-urban,304135.78,1007.69,y,y,2,787.93,0,inactive,6,commercial,semi-urban,1,445829.27
m,41,2222.435,low,working,hr staff,rural,46519.69,274.33,n,y,2,715.31,0,active,6,industrial,urban,1,52888.64
m,18,2462.42,low,working,core staff,semi-urban,42179.89,302.85,y,y,4,840.04,0,inactive,7,commercial,urban,1,64347.9
m,53,2100.74,low,state servant,accountants,semi-urban,67545.07,240.26,n,y,2,800.16,0,unpossessed,6,agriculture,urban,1,111736.29
f,65,1826.46,high,pensioner,hr staff,semi-urban,120926.92,438.84,n,y,1,739.82,0,active,5,agriculture,semi-urban,1,166400.45
m,18,2222.435,low,state servant,core staff,rural,136756.06,628.37,y,n,4,821.86,0,unpossessed,6,residential,rural,1,251012.63
m,18,2793.32,low,working,high skill tech staff,semi-urban,179368.02,507.09,n,y,1,627.38,0,active,8,commercial,semi-urban,1,306638.93
m,18,1650.46,high,commercial associate,laborers,semi-urban,43949.29,142.07,y,y,2,727.78,0,inactive,5,commercial,urban,1,55699.88
m,56,1341.67,low,working,high skill tech staff,semi-urban,24553.43,141.44,n,y,2,685.01,1,active,4,commercial,semi-urban,1,45527.13
m,58,1212.06,low,commercial associate,laborers,semi-urban,25914.56,261.83,n,y,1,645.11,1,active,3,agriculture,rural,1,48216.93
f,57,4506.43,low,state servant,hr staff,semi-urban,94795.17,1022.01,y,y,2,865.58,0,active,12,industrial,rural,1,117839.32
m,39,1845.49,low,working,low-skill laborers,rural,28262.98,139.95,n,y,3,669.66,0,unpossessed,5,industrial,urban,1,45545.62
m,46,1328.61,low,commercial associate,private service staff,semi-urban,83898.46,398.03,n,y,4,698.54,1,unpossessed,4,agriculture,rural,1,102282.62
m,53,3933.38,low,commercial associate,security staff,semi-urban,108368.58,475.68,n,y,2,746.27,0,unpossessed,11,commercial,urban,1,127126.27
f,45,865.41,low,working,high skill tech staff,semi-urban,53154.33,216.29,n,y,3,783.98,0,unpossessed,2,industrial,semi-urban,1,92140.79
f,59,2222.435,high,working,core staff,semi-urban,121052.66,647.7,n,y,2,649.11,1,unpossessed,6,residential,semi-urban,0,180666.86
m,56,2819.71,low,working,laborers,rural,81955.97,311.89,y,y,2,680.41,0,unpossessed,8,commercial,urban,1,149134.84
m,18,1813.77,low,working,sales staff,semi-urban,71220.19,692.22,n,y,3,750.06,0,unpossessed,5,commercial,semi-urban,1,134313.15
f,41,2030.25,low,working,drivers,semi-urban,127074.43,380.73,y,y,2,621.71,0,active,6,residential,urban,0,188227.44
m,36,1587.5,high,working,laborers,rural,77594.57,254.94,n,n,2,794.74,0,active,4,commercial,rural,1,138424.01
m,18,2222.435,low,commercial associate,laborers,urban,271308.47,959.69,n,y,2,769.28,0,inactive,6,agriculture,urban,1,344872.79
f,34,930.65,low,working,laborers,semi-urban,147198.51,431.84,y,y,2,773.41,0,active,3,commercial,semi-urban,1,238443.3
f,45,4100.41,low,working,laborers,semi-urban,226318.9,587.57,y,n,4,734.39,0,active,6,agriculture,semi-urban,1,334190.87
f,55,1823.02,low,working,core staff,semi-urban,164010.97,434.33,y,n,5,724.22,0,inactive,5,agriculture,rural,0,271574.48
f,19,2240.9,low,working,laborers,semi-urban,145378.63,437.24,n,y,2,646.61,1,unpossessed,6,agriculture,rural,1,256683.71
m,50,2677.06,high,commercial associate,core staff,semi-urban,165826.3,636.79,n,n,5,649.1,0,unpossessed,7,commercial,rural,1,227969.6
m,34,4874.3,low,working,managers,semi-urban,123114.38,484.77,y,n,2,656.21,0,active,13,industrial,semi-urban,1,169380.56
f,56,1388.99,low,working,hr staff,semi-urban,67783.35,529.92,n,n,3,701.27,0,active,4,residential,semi-urban,1,80305.66
f,34,2222.435,low,working,drivers,semi-urban,130726.73,507.81,y,y,3,610.43,0,active,6,agriculture,semi-urban,0,147631.87
m,42,2787.65,low,commercial associate,sales staff,semi-urban,41759.51,475.12,y,n,3,781.68,0,unpossessed,8,residential,urban,0,76944.81
f,63,2222.435,low,working,accountants,urban,64916.81,303.65,y,y,4,820.76,0,inactive,6,agriculture,urban,1,75311.08
m,42,1002.43,low,working,high skill tech staff,rural,32556.81,255.85,n,n,1,665.88,0,active,3,residential,rural,1,47694.56
m,30,6587.4,low,commercial associate,accountants,urban,135821.31,385.19,n,n,3,793.45,1,unpossessed,18,industrial,rural,0,179068.9
m,18,1940.62,low,working,hr staff,semi-urban,155067.52,453.77,y,y,2,808.19,0,unpossessed,5,agriculture,rural,1,291617.4
f,58,2446.91,low,commercial associate,managers,rural,121564.41,388.79,n,y,1,811.91,0,inactive,7,residential,urban,1,154407.37
m,53,2293.9,high,working,drivers,rural,19214.21,122.92,y,n,3,589.77,0,active,6,agriculture,semi-urban,1,35172.64
m,42,2222.435,low,working,realty agents,semi-urban,75992.65,408.73,n,y,1,656.0,0,unpossessed,6,commercial,rural,1,96359.35
f,65,1123.46,high,pensioner,hr staff,semi-urban,45096.67,315.75,n,y,2,840.45,0,unpossessed,3,industrial,rural,0,83049.81
f,24,1213.99,low,commercial associate,sales staff,semi-urban,26149.12,124.67,y,y,2,719.93,0,active,3,industrial,semi-urban,1,29412.59
m,50,2724.84,low,commercial associate,laborers,semi-urban,63199.75,345.89,n,y,4,630.43,0,active,7,commercial,semi-urban,0,113431.59
f,34,2426.79,low,commercial associate,hr staff,semi-urban,65433.69,297.68,y,y,2,757.72,0,active,7,residential,urban,1,108343.99
m,29,3438.9,low,working,sales staff,semi-urban,167375.01,608.43,n,y,3,750.55,0,inactive,9,industrial,urban,1,268717.92
f,18,2431.93,low,commercial associate,hr staff,semi-urban,89063.15,403.23,n,y,3,726.7,0,unpossessed,7,industrial,semi-urban,1,167707.58
m,65,5191.72,high,pensioner,hr staff,semi-urban,37885.36,365.64,n,y,2,818.1,1,unpossessed,14,commercial,semi-urban,1,56507.73
f,36,2664.96,low,commercial associate,accountants,semi-urban,237367.68,703.5,y,n,2,645.89,0,inactive,7,commercial,semi-urban,0,323740.54
m,22,1989.4,low,working,realty agents,rural,48613.85,232.21,n,y,3,709.77,0,inactive,5,commercial,semi-urban,1,80869.13
f,28,1311.06,low,working,laborers,semi-urban,50270.7,301.11,n,y,2,792.07,0,unpossessed,4,agriculture,semi-urban,0,65886.22
f,58,1214.93,low,working,sales staff,semi-urban,24196.4,131.93,n,n,2,739.82,0,inactive,3,commercial,urban,1,33255.09
m,60,3258.15,high,pensioner,hr staff,rural,129111.42,406.46,n,y,1,858.58,0,active,9,industrial,rural,1,224437.52
f,37,3411.82,low,commercial associate,accountants,semi-urban,127792.5,360.27,y,y,2,770.24,0,inactive,9,industrial,urban,1,204980.04
m,39,4437.29,low,commercial associate,core staff,urban,163023.28,844.31,n,n,1,665.8,0,unpossessed,12,residential,urban,1,260396.72
f,48,2383.13,low,working,laborers,semi-urban,97890.25,465.94,n,y,2,763.91,0,inactive,7,residential,rural,1,107731.43
m,26,1363.2,low,working,hr staff,semi-urban,110952.73,564.44,n,y,2,667.3,0,inactive,4,residential,rural,1,209353.62
m,18,1931.42,high,commercial associate,accountants,rural,23054.82,375.205,n,n,3,739.82,0,inactive,5,residential,urban,1,32068.05
f,32,2225.07,low,working,laborers,rural,39229.73,349.69,y,y,3,625.61,1,active,6,residential,urban,1,71769.15
m,61,1988.59,low,working,hr staff,rural,47055.94,230.84,y,n,4,737.59,0,active,5,commercial,rural,1,66492.43
m,37,2222.435,low,working,sales staff,semi-urban,43515.79,209.42,y,y,2,724.6,0,inactive,6,industrial,semi-urban,1,64389.7
f,61,3380.68,low,commercial associate,hr staff,semi-urban,204714.63,527.71,n,y,3,815.51,0,unpossessed,9,agriculture,rural,1,253568.79
m,42,2222.435,low,state servant,core staff,semi-urban,25435.12,130.95,y,y,2,665.62,1,inactive,6,industrial,rural,1,34147.06
m,18,2413.69,low,state servant,hr staff,semi-urban,11684.43,113.71,n,n,2,739.82,0,unpossessed,7,commercial,rural,1,21724.26
